date, pm25, pm10, o3, no2, so2, co
2023/12/14, 51, 36, 17, 5, 1, 3
2023/12/15, 31, 34, 13, 1, 1, 3
2023/12/16, 36, 28, 10, , , 4
2023/12/17, 27, 10, 10, 1, , 4
2023/12/18, 9, 32, 9, 6, , 3
2023/12/19, 37, 23, 19, 2, , 4
2023/12/20, 31, 37, 19, 5, , 4
2023/12/21, 40, 38, 10, 5, 1, 4
2023/12/22, 47, 47, 7, 5, 1, 4
2023/12/23, 50, 47, 12, 5, 1, 4
2023/12/24, 48, 48, 11, 7, 1, 4
2023/12/25, 50, 39, 15, 6, 1, 4
2023/12/26, 40, 41, 31, 3, 1, 4
2023/12/27, 32, 37, 23, 1, 1, 5
2023/12/28, 44, 38, 21, 1, , 5
2023/12/29, 36, 42, 14, 4, 1, 5
2023/12/30, 37, 36, 19, 1, 1, 5
2023/12/31, 26, 28, 23, 1, 1, 6
2024/1/1, 30, 32, 25, 3, 1, 6
2023/7/2, 162, 15, 7, 1, , 5
2023/7/3, 66, 16, 10, 1, , 5
2023/7/4, 69, 31, 12, 2, , 7
2023/7/5, 88, 44, 5, 2, , 11
2023/7/6, 143, 46, 5, 3, , 14
2023/7/7, 148, 61, 19, 5, 1, 16
2023/7/8, 161, 52, 13, 4, 1, 11
2023/7/9, 116, 70, 4, 2, 1, 18
2023/7/10, 154, 172, 8, 6, 1, 38
2023/7/11, 265, 110, 1, 5, 1, 24
2023/7/12, 176, 72, 6, 4, 1, 18
2023/7/13, 153, 126, 6, 5, 1, 32
2023/7/14, 235, 164, 25, 10, 1, 33
2023/7/15, 256, 159, 8, 12, 1, 29
2023/7/16, 241, 54, 9, 12, 1, 14
2023/7/17, 110, 144, 6, 11, 2, 31
2023/7/18, 259, 123, 3, 11, 2, 26
2023/7/19, 231, 79, 4, 7, 2, 19
2023/7/20, 176, 48, 8, 3, 1, 12
2023/7/21, 111, 35, 11, 3, 1, 10
2023/7/22, 79, 49, 8, 4, 1, 12
2023/7/23, 111, 69, 7, 4, 1, 16
2023/7/24, 149, 54, 6, 3, 1, 14
2023/7/25, 129, 32, 10, 3, 1, 9
2023/7/26, 85, 77, 5, 8, 1, 18
2023/7/27, 155, 79, 5, 5, 1, 17
2023/7/28, 162, 132, 3, 6, 2, 30
2023/7/29, 231, 101, 1, 3, 1, 23
2023/7/30, 206, 92, 6, 3, 1, 23
2023/7/31, 186, 58, 9, 1, 1, 16
